dataset_name;run_id;setting;accuracy;balanced_accuracy;recall_0;precision_0;recall_1;precision_1;recall_2;precision_2;recall_3;precision_3;recall_4;precision_4;recall_5;precision_5;dataset_size;abs_4;rel_4;abs_1;rel_1;abs_0;rel_0;abs_3;rel_3;abs_2;rel_2;abs_5;rel_5;active_learning_cycles;samples_per_cycle;initial_sample;active_sampling_strategy;balancing_factor;random_seed;unlabeled_samples;model_name;output_dir;batch_size;num_epochs;max_steps;sampling_strategy;num_iterations;body_learning_rate;head_learning_rate;loss;distance_metric;margin;end_to_end;use_amp;warmup_proportion;l2_weight;max_length;samples_per_label;show_progress_bar;seed;report_to;run_name;logging_dir;logging_strategy;logging_first_step;logging_steps;evaluation_strategy;eval_steps;eval_delay;eval_max_steps;save_strategy;save_steps;save_total_limit;load_best_model_at_end;metric_for_best_model;greater_is_better
dair-ai_emotion;26;max_entropy;0.571;0.390;0.736;0.540;0.798;0.626;0.157;0.400;0.182;0.714;0.443;0.485;0.025;0.111;48;9;0.19;12;0.25;13;0.27;6;0.12;5;0.10;3;0.06;3;12;balanced;max_entropy;0.0;42;120;sentence-transformers/all-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f070fa38040>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-18-21_17df9383a542;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
dair-ai_emotion;27;max_entropy;0.559;0.373;0.602;0.563;0.861;0.577;0.079;0.500;0.316;0.512;0.382;0.497;0.000;0.000;48;11;0.23;15;0.31;10;0.21;7;0.15;3;0.06;2;0.04;3;12;balanced;max_entropy;0.0;42;600;sentence-transformers/all-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f070fa38040>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-18-21_17df9383a542;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
dair-ai_emotion;28;max_entropy_balanced;0.528;0.360;0.585;0.640;0.795;0.521;0.152;0.223;0.320;0.506;0.269;0.523;0.037;0.167;48;7;0.15;14;0.29;10;0.21;8;0.17;6;0.12;3;0.06;3;12;balanced;max_entropy;0.25;42;120;sentence-transformers/all-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f070fa38040>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-18-21_17df9383a542;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
dair-ai_emotion;29;max_entropy_balanced;0.527;0.334;0.562;0.543;0.888;0.538;0.084;0.682;0.084;0.821;0.387;0.385;0.000;0.000;48;10;0.21;16;0.33;11;0.23;4;0.08;4;0.08;3;0.06;3;12;balanced;max_entropy;0.25;42;600;sentence-transformers/all-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f070fa38040>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-18-21_17df9383a542;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
dair-ai_emotion;30;random;0.756;0.659;0.876;0.774;0.814;0.815;0.410;0.474;0.749;0.713;0.675;0.769;0.432;0.778;384;45;0.12;122;0.32;117;0.30;55;0.14;31;0.08;14;0.04;3;96;balanced;random;0.0;42;960;sentence-transformers/all-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f070fa38040>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-18-21_17df9383a542;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
dair-ai_emotion;31;random;0.760;0.652;0.836;0.792;0.862;0.815;0.421;0.630;0.735;0.724;0.698;0.658;0.358;0.569;384;45;0.12;129;0.34;111;0.29;58;0.15;28;0.07;13;0.03;3;96;balanced;random;0.0;42;1000;sentence-transformers/all-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f070fa38040>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-18-21_17df9383a542;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
dair-ai_emotion;32;max_entropy;0.777;0.705;0.867;0.791;0.842;0.859;0.489;0.608;0.705;0.727;0.736;0.678;0.593;0.716;384;63;0.16;101;0.26;106;0.28;53;0.14;39;0.10;22;0.06;3;96;balanced;max_entropy;0.0;42;960;sentence-transformers/all-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f070fa38040>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-18-21_17df9383a542;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
dair-ai_emotion;33;max_entropy;0.780;0.714;0.862;0.775;0.847;0.868;0.494;0.638;0.702;0.692;0.750;0.733;0.630;0.761;384;60;0.16;108;0.28;100;0.26;51;0.13;36;0.09;29;0.08;3;96;balanced;max_entropy;0.0;42;1000;sentence-transformers/all-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f070fa38040>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-18-21_17df9383a542;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
dair-ai_emotion;34;max_entropy_balanced;0.804;0.719;0.905;0.797;0.862;0.871;0.584;0.654;0.731;0.764;0.759;0.770;0.469;0.809;384;61;0.16;109;0.28;92;0.24;58;0.15;45;0.12;19;0.05;3;96;balanced;max_entropy;0.25;42;960;sentence-transformers/all-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f070fa38040>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-18-21_17df9383a542;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
dair-ai_emotion;35;max_entropy_balanced;0.795;0.734;0.840;0.808;0.871;0.877;0.551;0.645;0.716;0.722;0.797;0.710;0.630;0.773;384;66;0.17;108;0.28;86;0.22;55;0.14;46;0.12;23;0.06;3;96;balanced;max_entropy;0.25;42;1000;sentence-transformers/all-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f070fa38040>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-18-21_17df9383a542;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
dair-ai_emotion;36;random;0.722;0.650;0.882;0.730;0.759;0.797;0.303;0.365;0.618;0.802;0.708;0.739;0.630;0.495;384;50;0.13;131;0.34;108;0.28;46;0.12;31;0.08;18;0.05;3;96;balanced;random;0.0;42;960;sentence-transformers/all-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f070fa38040>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-18-21_17df9383a542;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
dair-ai_emotion;37;random;0.691;0.624;0.820;0.793;0.703;0.856;0.455;0.453;0.665;0.685;0.632;0.761;0.469;0.165;384;46;0.12;124;0.32;117;0.30;49;0.13;32;0.08;16;0.04;3;96;balanced;random;0.0;42;1000;sentence-transformers/all-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f070fa38040>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-18-21_17df9383a542;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
dair-ai_emotion;38;max_entropy;0.759;0.681;0.862;0.758;0.820;0.833;0.410;0.624;0.695;0.726;0.755;0.734;0.543;0.524;384;56;0.15;114;0.30;99;0.26;53;0.14;42;0.11;20;0.05;3;96;balanced;max_entropy;0.0;42;960;sentence-transformers/all-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f070fa38040>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-18-21_17df9383a542;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
dair-ai_emotion;39;max_entropy;0.762;0.693;0.869;0.773;0.818;0.865;0.483;0.562;0.647;0.704;0.745;0.653;0.593;0.706;384;56;0.15;119;0.31;91;0.24;49;0.13;45;0.12;24;0.06;3;96;balanced;max_entropy;0.0;42;1000;sentence-transformers/all-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f070fa38040>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-18-21_17df9383a542;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
dair-ai_emotion;40;max_entropy_balanced;0.771;0.694;0.878;0.752;0.825;0.863;0.517;0.590;0.695;0.723;0.717;0.738;0.531;0.729;384;56;0.15;109;0.28;98;0.26;56;0.15;45;0.12;20;0.05;3;96;balanced;max_entropy;0.25;42;960;sentence-transformers/all-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f070fa38040>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-18-21_17df9383a542;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
dair-ai_emotion;41;max_entropy_balanced;0.759;0.690;0.896;0.735;0.798;0.862;0.466;0.546;0.655;0.714;0.717;0.764;0.605;0.662;384;56;0.15;104;0.27;102;0.27;55;0.14;41;0.11;26;0.07;3;96;balanced;max_entropy;0.25;42;1000;sentence-transformers/all-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f070fa38040>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-18-21_17df9383a542;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
air-ai_emotion;0;random;0.691;0.567;0.776;0.761;0.828;0.751;0.191;0.301;0.629;0.638;0.656;0.632;0.321;0.441;192;25;0.13;58;0.30;67;0.35;23;0.12;10;0.05;9;0.05;3;48;balanced;random;0.0;42;480;sentence-transformers/all-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7933f5526950>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_22-38-58_17df9383a542;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
dair-ai_emotion;1;max_entropy;0.688;0.592;0.805;0.704;0.770;0.790;0.365;0.387;0.564;0.654;0.651;0.667;0.395;0.438;192;27;0.14;45;0.23;50;0.26;36;0.19;20;0.10;14;0.07;3;48;balanced;max_entropy;None;42;480;sentence-transformers/all-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7933f5526950>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_22-38-58_17df9383a542;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
dair-ai_emotion;2;max_entropy_balanced;0.694;0.562;0.860;0.652;0.849;0.770;0.247;0.571;0.404;0.703;0.604;0.610;0.407;0.623;192;23;0.12;53;0.28;54;0.28;34;0.18;15;0.08;13;0.07;3;48;balanced;max_entropy;0.25;42;480;sentence-transformers/all-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7933f5526950>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_22-38-58_17df9383a542;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
dair-ai_emotion;3;random;0.656;0.501;0.805;0.650;0.786;0.731;0.213;0.330;0.542;0.656;0.585;0.721;0.074;0.128;192;24;0.12;67;0.35;54;0.28;24;0.12;17;0.09;6;0.03;3;48;balanced;random;0.0;42;480;sentence-transformers/all-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7933f5526950>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_22-38-58_17df9383a542;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
dair-ai_emotion;4;max_entropy;0.683;0.579;0.838;0.659;0.768;0.767;0.326;0.483;0.462;0.765;0.708;0.647;0.370;0.390;192;26;0.14;59;0.31;40;0.21;33;0.17;18;0.09;16;0.08;3;48;balanced;max_entropy;None;42;480;sentence-transformers/all-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7933f5526950>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_22-38-58_17df9383a542;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
dair-ai_emotion;5;max_entropy_balanced;0.705;0.611;0.804;0.716;0.797;0.780;0.326;0.479;0.622;0.671;0.660;0.642;0.457;0.529;192;27;0.14;62;0.32;43;0.22;26;0.14;19;0.10;15;0.08;3;48;balanced;max_entropy;0.25;42;480;sentence-transformers/all-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7933f5526950>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_22-38-58_17df9383a542;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
dair-ai_emotion;6;random;0.680;0.575;0.749;0.730;0.804;0.756;0.404;0.411;0.571;0.680;0.599;0.614;0.321;0.351;192;24;0.12;71;0.37;52;0.27;18;0.09;19;0.10;8;0.04;3;48;balanced;random;0.0;42;480;sentence-transformers/all-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7933f5526950>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_22-38-58_17df9383a542;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
dair-ai_emotion;7;max_entropy;0.707;0.552;0.887;0.677;0.815;0.761;0.337;0.556;0.502;0.793;0.698;0.635;0.074;0.600;192;21;0.11;57;0.30;56;0.29;32;0.17;18;0.09;8;0.04;3;48;balanced;max_entropy;None;42;480;sentence-transformers/all-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7933f5526950>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_22-38-58_17df9383a542;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
dair-ai_emotion;8;max_entropy_balanced;0.700;0.586;0.845;0.673;0.801;0.787;0.404;0.595;0.487;0.744;0.656;0.604;0.321;0.426;192;23;0.12;53;0.28;51;0.27;32;0.17;21;0.11;12;0.06;3;48;balanced;max_entropy;0.25;42;480;sentence-transformers/all-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7933f5526950>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_22-38-58_17df9383a542;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
dair-ai_emotion;9;random;0.672;0.529;0.842;0.668;0.753;0.814;0.320;0.356;0.615;0.626;0.557;0.584;0.086;0.292;192;30;0.16;63;0.33;55;0.29;22;0.11;17;0.09;5;0.03;3;48;balanced;random;0.0;42;480;sentence-transformers/all-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7933f5526950>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_22-38-58_17df9383a542;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
dair-ai_emotion;10;max_entropy;0.718;0.611;0.831;0.719;0.764;0.832;0.500;0.514;0.695;0.687;0.689;0.616;0.185;0.517;192;40;0.21;54;0.28;41;0.21;27;0.14;22;0.11;8;0.04;3;48;balanced;max_entropy;None;42;480;sentence-transformers/all-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7933f5526950>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_22-38-58_17df9383a542;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
dair-ai_emotion;11;max_entropy_balanced;0.715;0.585;0.867;0.666;0.834;0.787;0.309;0.567;0.513;0.727;0.679;0.667;0.309;0.806;192;28;0.15;54;0.28;45;0.23;30;0.16;23;0.12;12;0.06;3;48;balanced;max_entropy;0.25;42;480;sentence-transformers/all-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7933f5526950>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_22-38-58_17df9383a542;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
