dataset_name;run_id;execution_time;device;setting;accuracy;balanced_accuracy;recall_0;precision_0;recall_1;precision_1;dataset_size;abs_1;rel_1;abs_0;rel_0;active_learning_cycles;samples_per_cycle;initial_sample;active_sampling_strategy;balancing_factor;random_seed;unlabeled_samples;model_name;output_dir;batch_size;num_epochs;max_steps;sampling_strategy;num_iterations;body_learning_rate;head_learning_rate;loss;distance_metric;margin;end_to_end;use_amp;warmup_proportion;l2_weight;max_length;samples_per_label;show_progress_bar;seed;report_to;run_name;logging_dir;logging_strategy;logging_first_step;logging_steps;evaluation_strategy;eval_steps;eval_delay;eval_max_steps;save_strategy;save_steps;save_total_limit;load_best_model_at_end;metric_for_best_model;greater_is_better
french_twitter_reduced;0;34.49945664405823;cuda;random;0.617;0.619;0.303;0.826;0.935;0.570;16;9;0.56;7;0.44;3;4;balanced;random;0.0;42;40;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f8cbed9d240>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_22-28-32_2f26664bd933;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;1;21.16365385055542;cuda;random;0.704;0.703;0.840;0.663;0.567;0.778;16;6;0.38;10;0.62;3;4;balanced;random;0.0;42;200;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f8cbed9d240>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_22-28-32_2f26664bd933;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;2;52.390586376190186;cuda;max_entropy;0.632;0.630;0.921;0.586;0.340;0.809;16;6;0.38;10;0.62;3;4;balanced;max_entropy;0.0;42;40;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f8cbed9d240>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_22-28-32_2f26664bd933;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;3;54.64151382446289;cuda;max_entropy;0.733;0.734;0.601;0.820;0.866;0.682;16;7;0.44;9;0.56;3;4;balanced;max_entropy;0.0;42;200;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f8cbed9d240>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_22-28-32_2f26664bd933;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;4;52.78581738471985;cuda;max_entropy_balanced;0.641;0.639;0.923;0.592;0.355;0.819;16;6;0.38;10;0.62;3;4;balanced;max_entropy;0.25;42;40;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f8cbed9d240>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_22-28-32_2f26664bd933;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;5;54.53740167617798;cuda;max_entropy_balanced;0.673;0.674;0.597;0.708;0.750;0.648;16;7;0.44;9;0.56;3;4;balanced;max_entropy;0.25;42;200;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f8cbed9d240>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_22-28-32_2f26664bd933;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;6;23.190144777297974;cuda;random;0.724;0.724;0.598;0.802;0.850;0.676;16;8;0.50;8;0.50;3;4;balanced;random;0.0;42;40;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f8cbed9d240>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_22-28-32_2f26664bd933;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;7;23.10035252571106;cuda;random;0.685;0.684;0.889;0.633;0.478;0.810;16;7;0.44;9;0.56;3;4;balanced;random;0.0;42;200;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f8cbed9d240>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_22-28-32_2f26664bd933;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;8;56.43850612640381;cuda;max_entropy;0.694;0.694;0.742;0.680;0.646;0.712;16;8;0.50;8;0.50;3;4;balanced;max_entropy;0.0;42;40;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f8cbed9d240>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_22-28-32_2f26664bd933;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;9;59.838974952697754;cuda;max_entropy;0.524;0.522;0.932;0.515;0.112;0.618;16;7;0.44;9;0.56;3;4;balanced;max_entropy;0.0;42;200;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f8cbed9d240>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_22-28-32_2f26664bd933;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;10;57.48750042915344;cuda;max_entropy_balanced;0.694;0.694;0.742;0.680;0.646;0.712;16;8;0.50;8;0.50;3;4;balanced;max_entropy;0.25;42;40;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f8cbed9d240>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_22-28-32_2f26664bd933;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;11;55.50759148597717;cuda;max_entropy_balanced;0.501;0.498;0.992;0.502;0.003;0.300;16;6;0.38;10;0.62;3;4;balanced;max_entropy;0.25;42;200;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f8cbed9d240>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_22-28-32_2f26664bd933;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;12;24.170226573944092;cuda;random;0.589;0.586;0.975;0.552;0.198;0.885;16;5;0.31;11;0.69;3;4;balanced;random;0.0;42;40;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f8cbed9d240>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_22-28-32_2f26664bd933;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;13;23.795067310333252;cuda;random;0.726;0.726;0.768;0.711;0.684;0.745;16;8;0.50;8;0.50;3;4;balanced;random;0.0;42;200;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f8cbed9d240>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_22-28-32_2f26664bd933;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;14;56.98138666152954;cuda;max_entropy;0.576;0.574;0.754;0.558;0.395;0.613;16;6;0.38;10;0.62;3;4;balanced;max_entropy;0.0;42;40;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f8cbed9d240>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_22-28-32_2f26664bd933;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;15;57.33997702598572;cuda;max_entropy;0.612;0.610;0.890;0.574;0.331;0.748;16;5;0.31;11;0.69;3;4;balanced;max_entropy;0.0;42;200;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f8cbed9d240>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_22-28-32_2f26664bd933;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;16;56.979193449020386;cuda;max_entropy_balanced;0.639;0.638;0.790;0.609;0.486;0.695;16;6;0.38;10;0.62;3;4;balanced;max_entropy;0.25;42;40;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f8cbed9d240>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_22-28-32_2f26664bd933;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;17;58.27061629295349;cuda;max_entropy_balanced;0.678;0.679;0.494;0.787;0.864;0.628;16;7;0.44;9;0.56;3;4;balanced;max_entropy;0.25;42;200;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f8cbed9d240>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_22-28-32_2f26664bd933;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;18;68.80285143852234;cuda;random;0.758;0.759;0.717;0.784;0.800;0.737;64;33;0.52;31;0.48;3;16;balanced;random;0.0;42;160;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f8cbed9d240>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_22-28-32_2f26664bd933;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;19;81.06356430053711;cuda;random;0.757;0.757;0.770;0.752;0.743;0.761;64;32;0.50;32;0.50;3;16;balanced;random;0.0;42;800;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f8cbed9d240>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_22-28-32_2f26664bd933;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;20;163.03421068191528;cuda;max_entropy;0.774;0.774;0.770;0.778;0.778;0.770;64;28;0.44;36;0.56;3;16;balanced;max_entropy;0.0;42;160;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f8cbed9d240>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_22-28-32_2f26664bd933;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;21;161.9482822418213;cuda;max_entropy;0.751;0.752;0.679;0.796;0.824;0.717;64;34;0.53;30;0.47;3;16;balanced;max_entropy;0.0;42;800;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f8cbed9d240>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_22-28-32_2f26664bd933;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;22;160.1209752559662;cuda;max_entropy_balanced;0.758;0.758;0.772;0.754;0.745;0.763;64;30;0.47;34;0.53;3;16;balanced;max_entropy;0.25;42;160;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f8cbed9d240>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_22-28-32_2f26664bd933;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;23;161.50372314453125;cuda;max_entropy_balanced;0.755;0.755;0.738;0.766;0.772;0.744;64;30;0.47;34;0.53;3;16;balanced;max_entropy;0.25;42;800;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f8cbed9d240>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_22-28-32_2f26664bd933;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;24;74.59325551986694;cuda;random;0.733;0.732;0.820;0.700;0.645;0.779;64;24;0.38;40;0.62;3;16;balanced;random;0.0;42;160;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f8cbed9d240>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_22-28-32_2f26664bd933;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;25;74.4475154876709;cuda;random;0.745;0.745;0.790;0.727;0.700;0.767;64;29;0.45;35;0.55;3;16;balanced;random;0.0;42;800;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f8cbed9d240>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_22-28-32_2f26664bd933;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;26;160.4716875553131;cuda;max_entropy;0.765;0.765;0.765;0.768;0.765;0.763;64;35;0.55;29;0.45;3;16;balanced;max_entropy;0.0;42;160;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f8cbed9d240>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_22-28-32_2f26664bd933;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;27;165.3982286453247;cuda;max_entropy;0.753;0.753;0.772;0.746;0.733;0.760;64;35;0.55;29;0.45;3;16;balanced;max_entropy;0.0;42;800;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f8cbed9d240>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_22-28-32_2f26664bd933;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;28;159.6256194114685;cuda;max_entropy_balanced;0.755;0.756;0.721;0.777;0.790;0.737;64;38;0.59;26;0.41;3;16;balanced;max_entropy;0.25;42;160;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f8cbed9d240>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_22-28-32_2f26664bd933;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;29;164.4982933998108;cuda;max_entropy_balanced;0.736;0.735;0.847;0.695;0.623;0.801;64;28;0.44;36;0.56;3;16;balanced;max_entropy;0.25;42;800;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f8cbed9d240>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_22-28-32_2f26664bd933;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;30;73.50010251998901;cuda;random;0.749;0.749;0.673;0.796;0.826;0.714;64;37;0.58;27;0.42;3;16;balanced;random;0.0;42;160;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f8cbed9d240>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_22-28-32_2f26664bd933;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;31;75.45625877380371;cuda;random;0.752;0.751;0.773;0.743;0.730;0.760;64;32;0.50;32;0.50;3;16;balanced;random;0.0;42;800;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f8cbed9d240>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_22-28-32_2f26664bd933;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;32;163.33544254302979;cuda;max_entropy;0.770;0.770;0.789;0.762;0.751;0.778;64;32;0.50;32;0.50;3;16;balanced;max_entropy;0.0;42;160;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f8cbed9d240>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_22-28-32_2f26664bd933;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;33;167.83613109588623;cuda;max_entropy;0.751;0.751;0.683;0.793;0.820;0.718;64;30;0.47;34;0.53;3;16;balanced;max_entropy;0.0;42;800;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f8cbed9d240>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_22-28-32_2f26664bd933;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;34;164.88346695899963;cuda;max_entropy_balanced;0.773;0.773;0.804;0.759;0.741;0.789;64;31;0.48;33;0.52;3;16;balanced;max_entropy;0.25;42;160;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f8cbed9d240>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_22-28-32_2f26664bd933;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;35;165.39674973487854;cuda;max_entropy_balanced;0.761;0.761;0.782;0.753;0.740;0.770;64;29;0.45;35;0.55;3;16;balanced;max_entropy;0.25;42;800;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x7f8cbed9d240>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec14_22-28-32_2f26664bd933;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
